retailer_moniker,shipment_count,order_count,return_count,shipments_production_cost_usd,orders_production_cost_usd,returns_production_cost_usd,total_production_cost_usd,consumption_cost_usd,consumption_slot_hours,query_count,first_query_date,last_query_date,query_days_active,avg_queries_per_day,total_cost_usd,consumption_to_production_ratio,consumption_pct_of_total
golfsub70,2687,8664,106,0.23,0.11,0.01,0.35000000000000003,0.0,0.0,0,,,1,0.0,0.35000000000000003,0.0,0.0
clubllondon-fr,1621,16708,0,0.14,0.21,0.0,0.35,0.0,0.0,0,,,1,0.0,0.35,0.0,0.0
wandrd,1523,17455,0,0.13,0.22,0.0,0.35,0.0,0.0,0,,,1,0.0,0.35,0.0,0.0
bmw,1838,16117,0,0.15,0.2,0.0,0.35,0.0,0.0,0,,,1,0.0,0.35,0.0,0.0
bykilian,3996,0,0,0.34,0.0,0.0,0.34,0.0,0.0,0,,,1,0.0,0.34,0.0,0.0
biohmhealth,4018,0,0,0.34,0.0,0.0,0.34,0.0,0.0,0,,,1,0.0,0.34,0.0,0.0
watchstation,2643,5051,888,0.22,0.06,0.06,0.34,0.0,0.0,0,,,1,0.0,0.34,0.0,0.0
obus,2715,5435,685,0.23,0.07,0.04,0.34,0.0,0.0,0,,,1,0.0,0.34,0.0,0.0
babylisspro,4014,0,0,0.34,0.0,0.0,0.34,0.0,0.0,0,,,1,0.0,0.34,0.0,0.0
richemontemployee,3673,2534,10,0.31,0.03,0.0,0.33999999999999997,0.0,0.0,0,,,1,0.0,0.33999999999999997,0.0,0.0
pradabeauty,2416,9076,411,0.2,0.11,0.03,0.33999999999999997,0.0,0.0,0,,,1,0.0,0.33999999999999997,0.0,0.0
arula,131,0,458,0.01,0.0,0.03,0.04,0.2983,6.069999999999999,88,2025-09-01,2025-10-31,61,1.44,0.3383,7.4575,0.8818
petivity,2612,8825,0,0.22,0.11,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
michael kors,3866,0,0,0.33,0.0,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
atmcollection,2771,8135,0,0.23,0.1,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
orvisretailreturns,1205,1953,3345,0.1,0.02,0.21,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
terrain,1927,3102,1961,0.16,0.04,0.13,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
skagen,2858,5771,269,0.24,0.07,0.02,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
unode50,3929,0,1,0.33,0.0,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
duxwaterfowl,3855,0,0,0.33,0.0,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
ecoalf,3906,0,0,0.33,0.0,0.0,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
ralphlaurenfragrances,2900,6394,207,0.24,0.08,0.01,0.33,0.0,0.0,0,,,1,0.0,0.33,0.0,0.0
grendeneglobal,3787,0,0,0.32,0.0,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
wristband,3747,0,0,0.32,0.0,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
webergrills,3784,0,0,0.32,0.0,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
nautica-au,2132,11500,0,0.18,0.14,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
tadashishoji,1931,5089,1522,0.16,0.06,0.1,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
bcbgmaxazria,2512,8746,0,0.21,0.11,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
helmutlang,2742,2894,758,0.23,0.04,0.05,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
awarasleep,2857,6154,0,0.24,0.08,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
byltbasics,3773,0,0,0.32,0.0,0.0,0.32,0.0,0.0,0,,,1,0.0,0.32,0.0,0.0
customtruck,3405,2369,0,0.29,0.03,0.0,0.31999999999999995,0.0,0.0,0,,,1,0.0,0.31999999999999995,0.0,0.0
airup,3649,0,0,0.31,0.0,0.0,0.31,0.0,0.0,0,,,1,0.0,0.31,0.0,0.0
untuckitca,2401,8577,0,0.2,0.11,0.0,0.31,0.0,0.0,0,,,1,0.0,0.31,0.0,0.0
quayaustralia,3686,0,0,0.31,0.0,0.0,0.31,0.0,0.0,0,,,1,0.0,0.31,0.0,0.0
leviau,2599,7279,0,0.22,0.09,0.0,0.31,0.0,0.0,0,,,1,0.0,0.31,0.0,0.0
thearboriststore,2201,8570,0,0.19,0.11,0.0,0.3,0.0,0.0,0,,,1,0.0,0.3,0.0,0.0
buyautoparts,3572,0,0,0.3,0.0,0.0,0.3,0.0,0.0,0,,,1,0.0,0.3,0.0,0.0
stanley1913takeback,762,1120,2083,0.06,0.01,0.13,0.2,0.09779999999999997,1.5100000000000005,538,2025-09-03,2025-10-30,58,9.28,0.29779999999999995,0.489,0.3284
brentwoodhome,2614,5611,0,0.22,0.07,0.0,0.29000000000000004,0.0,0.0,0,,,1,0.0,0.29000000000000004,0.0,0.0
modernfertility,2917,2882,0,0.25,0.04,0.0,0.29,0.0,0.0,0,,,1,0.0,0.29,0.0,0.0
therabody,3410,0,0,0.29,0.0,0.0,0.29,0.0,0.0,0,,,1,0.0,0.29,0.0,0.0
justfabeu,0,23481,0,0.0,0.29,0.0,0.29,0.0,0.0,0,,,1,0.0,0.29,0.0,0.0
es-castore,2353,6576,0,0.2,0.08,0.0,0.28,0.0,0.0,0,,,1,0.0,0.28,0.0,0.0
amorepacific,2295,6074,108,0.19,0.08,0.01,0.28,0.0,0.0,0,,,1,0.0,0.28,0.0,0.0
rcpets,2032,5162,756,0.17,0.06,0.05,0.28,0.0,0.0,0,,,1,0.0,0.28,0.0,0.0
tasteoftexas,2076,8164,0,0.18,0.1,0.0,0.28,0.0,0.0,0,,,1,0.0,0.28,0.0,0.0
ligonier,3201,0,0,0.27,0.0,0.0,0.27,0.0,0.0,0,,,1,0.0,0.27,0.0,0.0
lolelife,3224,0,0,0.27,0.0,0.0,0.27,0.0,0.0,0,,,1,0.0,0.27,0.0,0.0
pleasershoes,3144,0,0,0.27,0.0,0.0,0.27,0.0,0.0,0,,,1,0.0,0.27,0.0,0.0
gelpro,3202,1,0,0.27,0.0,0.0,0.27,0.0,0.0,0,,,1,0.0,0.27,0.0,0.0
rodanandfieldsrecycling,486,12380,1215,0.04,0.15,0.08,0.27,0.0,0.0,0,,,1,0.0,0.27,0.0,0.0
katvondbeauty,1974,6930,0,0.17,0.09,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
abchome,3035,0,0,0.26,0.0,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
zestypaws,3098,0,0,0.26,0.0,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
himalaya,3129,0,0,0.26,0.0,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
coolframes,446,9039,1768,0.04,0.11,0.11,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
ifit,3043,0,0,0.26,0.0,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
carttek,875,15393,0,0.07,0.19,0.0,0.26,0.0,0.0,0,,,1,0.0,0.26,0.0,0.0
maxmara,2942,0,0,0.25,0.0,0.0,0.25,0.0,0.0,0,,,1,0.0,0.25,0.0,0.0
marionparke,1674,8681,0,0.14,0.11,0.0,0.25,0.0,0.0,0,,,1,0.0,0.25,0.0,0.0
dressageextensions,2329,4253,0,0.2,0.05,0.0,0.25,0.0,0.0,0,,,1,0.0,0.25,0.0,0.0
babytulaeu,1735,7029,0,0.15,0.09,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
briggsrileycn,2249,4338,29,0.19,0.05,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
jellybelly,2809,0,0,0.24,0.0,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
cleanbeauty,2871,0,0,0.24,0.0,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
mooseknucklescanada,2876,3,1,0.24,0.0,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
loveall,2817,0,0,0.24,0.0,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
wineenthusiast,708,14758,0,0.06,0.18,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
usascientific,2859,0,0,0.24,0.0,0.0,0.24,0.0,0.0,0,,,1,0.0,0.24,0.0,0.0
oodie,2684,0,0,0.23,0.0,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
pelco,1514,8001,0,0.13,0.1,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
omahasteakswine,2282,2953,0,0.19,0.04,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
oklahomajoes,1631,7152,0,0.14,0.09,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
womensbestau,1518,8430,0,0.13,0.1,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
fninstore,0,0,3606,0.0,0.0,0.23,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
charlottesweb,2713,0,0,0.23,0.0,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
americanblinds,2686,0,0,0.23,0.0,0.0,0.23,0.0,0.0,0,,,1,0.0,0.23,0.0,0.0
babyjogger,1752,2792,246,0.15,0.03,0.02,0.19999999999999998,0.0279,0.52,36,2025-09-02,2025-10-27,56,0.64,0.2279,0.1395,0.1224
comfortzoneskin,1923,4534,0,0.16,0.06,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
marantz,2599,122,7,0.22,0.0,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
kenyon,2654,0,0,0.22,0.0,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
rory,2303,2281,0,0.19,0.03,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
robertbarakett,1424,8265,0,0.12,0.1,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
wristbandexpress,2561,0,0,0.22,0.0,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
cigora,1443,7950,0,0.12,0.1,0.0,0.22,0.0,0.0,0,,,1,0.0,0.22,0.0,0.0
goaliemonkey,324,7529,1331,0.03,0.09,0.09,0.21,0.0,0.0,0,,,1,0.0,0.21,0.0,0.0
urbanelectric,2529,0,0,0.21,0.0,0.0,0.21,0.0,0.0,0,,,1,0.0,0.21,0.0,0.0
teddythedog,2439,0,0,0.21,0.0,0.0,0.21,0.0,0.0,0,,,1,0.0,0.21,0.0,0.0
Barrett,2313,0,0,0.2,0.0,0.0,0.2,0.0,0.0,0,,,1,0.0,0.2,0.0,0.0
lavishalice,340,13361,0,0.03,0.17,0.0,0.2,0.0,0.0,0,,,1,0.0,0.2,0.0,0.0
milkmakeup,1105,8557,0,0.09,0.11,0.0,0.2,0.0,0.0,0,,,1,0.0,0.2,0.0,0.0
fredperry,445,9940,615,0.04,0.12,0.04,0.2,0.0,0.0,0,,,1,0.0,0.2,0.0,0.0
bgasc,2107,1945,0,0.18,0.02,0.0,0.19999999999999998,0.0,0.0,0,,,1,0.0,0.19999999999999998,0.0,0.0
cbcrabcakes,2257,0,0,0.19,0.0,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
gozney,1571,4585,0,0.13,0.06,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
cacurlsmith,1409,5967,0,0.12,0.07,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
hyperlitemountaingear,2222,0,0,0.19,0.0,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
farmrio,2269,0,0,0.19,0.0,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
tyreu,1351,3040,670,0.11,0.04,0.04,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
qa-vf-vansnora,65,14794,69,0.01,0.18,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
monicarichkosann,1607,4155,0,0.14,0.05,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
tatcha-us-dev,690,10757,0,0.06,0.13,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
hawkhunting,1926,2063,0,0.16,0.03,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
hendrick,23,14944,77,0.0,0.19,0.0,0.19,0.0,0.0,0,,,1,0.0,0.19,0.0,0.0
lensprotogo,2166,0,0,0.18,0.0,0.0,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
au-castore,1281,5334,0,0.11,0.07,0.0,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
returnse2etest-returnservicesapis,84,6644,1470,0.01,0.08,0.09,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
01-partnership-prod,0,14341,0,0.0,0.18,0.0,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
justblinds,2121,0,0,0.18,0.0,0.0,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
hisglassworks,2138,0,0,0.18,0.0,0.0,0.18,0.0,0.0,0,,,1,0.0,0.18,0.0,0.0
resideo,1569,3309,0,0.13,0.04,0.0,0.17,0.0,0.0,0,,,1,0.0,0.17,0.0,0.0
womensbestca,1073,6614,0,0.09,0.08,0.0,0.16999999999999998,0.0,0.0,0,,,1,0.0,0.16999999999999998,0.0,0.0
pfp,1816,1864,0,0.15,0.02,0.0,0.16999999999999998,0.0,0.0,0,,,1,0.0,0.16999999999999998,0.0,0.0
starter,1367,3788,0,0.12,0.05,0.0,0.16999999999999998,0.0,0.0,0,,,1,0.0,0.16999999999999998,0.0,0.0
conair,1890,0,0,0.16,0.0,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
shophmtx,1908,0,0,0.16,0.0,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
greybandit,1923,0,0,0.16,0.0,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
dbsupply,1,12790,0,0.0,0.16,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
shredly,1238,4973,2,0.1,0.06,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
yamamoto,1510,2671,0,0.13,0.03,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
oscardelarenta,1289,4085,0,0.11,0.05,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
orveon,1914,0,0,0.16,0.0,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
kswiss,1919,0,0,0.16,0.0,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
untuckituk,1279,4157,0,0.11,0.05,0.0,0.16,0.0,0.0,0,,,1,0.0,0.16,0.0,0.0
qa-vf-eastpak,1235,2604,151,0.1,0.03,0.01,0.14,0.0139,0.3,12,2025-09-26,2025-10-29,34,0.35,0.1539,0.0993,0.0903
michelfochwines,125,11002,0,0.01,0.14,0.0,0.15000000000000002,0.0,0.0,0,,,1,0.0,0.15000000000000002,0.0,0.0
baileyhats,1170,4413,32,0.1,0.05,0.0,0.15000000000000002,0.0,0.0,0,,,1,0.0,0.15000000000000002,0.0,0.0
imperialsports,1752,0,0,0.15,0.0,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
woomde,1785,68,0,0.15,0.0,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
rockandrepublic,1356,3133,0,0.11,0.04,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
onepelotonapparelca,105,9725,358,0.01,0.12,0.02,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
briggsrileyca,1385,2690,0,0.12,0.03,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
wristco,1750,0,0,0.15,0.0,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
hillspet-stage,2,12185,0,0.0,0.15,0.0,0.15,0.0,0.0,0,,,1,0.0,0.15,0.0,0.0
asrevival,0,0,0,0.0,0.0,0.0,0.0,0.1403,2.830000000000001,50,2025-09-01,2025-10-31,61,0.82,0.1403,,1.0
jessicalondon,1715,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
dartington,1602,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
alexandermcqueen,1680,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
cbdistillery,1610,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
molekule,1656,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
birchwoodcasey,1335,2511,0,0.11,0.03,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
kswiss-uk,1666,0,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
cleararchhealth,1617,245,0,0.14,0.0,0.0,0.14,0.0,0.0,0,,,1,0.0,0.14,0.0,0.0
michele,1108,2114,366,0.09,0.03,0.02,0.13999999999999999,0.0,0.0,0,,,1,0.0,0.13999999999999999,0.0,0.0
iwcschaffhausen,1067,1762,143,0.09,0.02,0.01,0.12,0.011200000000000005,0.07,357,2025-09-01,2025-10-27,57,6.26,0.1312,0.0933,0.0854
prettylitter,1546,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
silver,1333,1289,0,0.11,0.02,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
lights4fun-fr,91,9795,0,0.01,0.12,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
gozneyca,1142,2614,0,0.1,0.03,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
caithnessglass,1533,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
disturbia-eu,1486,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
palladium-eu,1506,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
bcbg,1540,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
bigbitebaits,1176,2022,0,0.1,0.03,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
labseries,1551,0,0,0.13,0.0,0.0,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
johnnywassimplereturns,508,517,1242,0.04,0.01,0.08,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
zealoptics,1185,1888,157,0.1,0.02,0.01,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
headlessreturns,0,4390,1213,0.0,0.05,0.08,0.13,0.0,0.0,0,,,1,0.0,0.13,0.0,0.0
simonk-test,39,194,26,0.0,0.0,0.0,0.0,0.12020000000000015,2.450000000000002,351,2025-09-08,2025-10-10,33,10.64,0.12020000000000015,,1.0
avianx,1178,1539,0,0.1,0.02,0.0,0.12000000000000001,0.0,0.0,0,,,1,0.0,0.12000000000000001,0.0,0.0
fortnumandmason2,1419,0,0,0.12,0.0,0.0,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
marissacollections,1006,2965,0,0.08,0.04,0.0,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
chandon,1461,0,0,0.12,0.0,0.0,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
rescuedirect,1027,2699,2,0.09,0.03,0.0,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
returnse2etest-claims-assist,1155,692,188,0.1,0.01,0.01,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
medmart,1471,0,0,0.12,0.0,0.0,0.12,0.0,0.0,0,,,1,0.0,0.12,0.0,0.0
astrogaming,52,0,125,0.0,0.0,0.01,0.01,0.10100000000000005,0.14999999999999997,5856,2025-09-01,2025-10-31,61,96.0,0.11100000000000004,10.1,0.9099
cellarprocoolingsystems,783,2985,0,0.07,0.04,0.0,0.11000000000000001,0.0,0.0,0,,,1,0.0,0.11000000000000001,0.0,0.0
bowerswilkins,1060,1781,3,0.09,0.02,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
jimmylioneu,1271,0,0,0.11,0.0,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
helloadorn,1348,0,0,0.11,0.0,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
returnse2etest-exchanges,52,2278,1186,0.0,0.03,0.08,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
fredericmalle,1256,0,0,0.11,0.0,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
luxyhair,1321,0,0,0.11,0.0,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
linemens,1086,1974,0,0.09,0.02,0.0,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
hush-puppies,816,1049,523,0.07,0.01,0.03,0.11,0.0,0.0,0,,,1,0.0,0.11,0.0,0.0
qa-vf-thenorthface,101,6981,137,0.01,0.09,0.01,0.10999999999999999,0.0,0.0,0,,,1,0.0,0.10999999999999999,0.0,0.0
qa-vf-vans,95,5291,116,0.01,0.07,0.01,0.09,0.012499999999999999,0.25,11,2025-09-26,2025-10-15,20,0.55,0.1025,0.1389,0.122
liingoeyewear,1225,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
returnse2etest-digitalitems,29,1683,1294,0.0,0.02,0.08,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
linksoul,1221,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
yournamepro,1144,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
proform,944,1348,0,0.08,0.02,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
ngnutra,1236,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
benefitcosmetics,1140,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
theframery,1229,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
silkysaws,886,2672,14,0.07,0.03,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
ourarecycling,314,637,943,0.03,0.01,0.06,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
tackoutlet,996,1801,0,0.08,0.02,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
fgservices,1138,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0,,,1,0.0,0.1,0.0,0.0
blundstonetest,76,6975,0,0.01,0.09,0.0,0.09999999999999999,0.0,0.0,0,,,1,0.0,0.09999999999999999,0.0,0.0
solony,1034,418,38,0.09,0.01,0.0,0.09999999999999999,0.0,0.0,0,,,1,0.0,0.09999999999999999,0.0,0.0
bullionmax,1112,1055,0,0.09,0.01,0.0,0.09999999999999999,0.0,0.0,0,,,1,0.0,0.09999999999999999,0.0,0.0
qa-vf-timberland,136,6174,163,0.01,0.08,0.01,0.09999999999999999,0.0,0.0,0,,,1,0.0,0.09999999999999999,0.0,0.0
ergobabyca,574,2962,109,0.05,0.04,0.01,0.09999999999999999,0.0,0.0,0,,,1,0.0,0.09999999999999999,0.0,0.0
bishop,868,1728,15,0.07,0.02,0.0,0.09000000000000001,0.0,0.0,0,,,1,0.0,0.09000000000000001,0.0,0.0
ca4la,237,4125,300,0.02,0.05,0.02,0.09000000000000001,0.0,0.0,0,,,1,0.0,0.09000000000000001,0.0,0.0
truglo,773,1610,0,0.07,0.02,0.0,0.09000000000000001,0.0,0.0,0,,,1,0.0,0.09000000000000001,0.0,0.0
lacrossemonkey,149,3388,626,0.01,0.04,0.04,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
smashbox,1051,0,0,0.09,0.0,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
jomashop,1009,0,0,0.09,0.0,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
babytulaau,706,2678,0,0.06,0.03,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
heydude-eu,763,1729,84,0.06,0.02,0.01,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
eucurlsmith,101,6665,0,0.01,0.08,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
jerusalemsandals,1011,0,0,0.09,0.0,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
palladium,1098,0,0,0.09,0.0,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
ergobabynl,684,1425,115,0.06,0.02,0.01,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
retrofete,1080,0,0,0.09,0.0,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
narvar,400,4777,0,0.03,0.06,0.0,0.09,0.0,0.0,0,,,1,0.0,0.09,0.0,0.0
baffin,896,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
jennycraig,1004,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
polaroideyeweareu,588,2794,0,0.05,0.03,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
ergobabyse,676,1462,76,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
returnse2etest-dynamicrefunds,43,2355,830,0.0,0.03,0.05,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
lifecykeluk,0,6722,0,0.0,0.08,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
bedgear,926,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
mikimoto,745,1927,0,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
90degreebyreflex,995,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
buckinghammfg,701,1251,0,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
omahasteaksshop,789,1042,0,0.07,0.01,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
baseballmonkey,124,3458,513,0.01,0.04,0.03,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
ergobabyfr,676,1482,77,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
sanuk,943,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
